login_timestamp,avg_users_before,avg_users_after
1524324563,1.0,0.0
1524325245,1.0,0.0
1524411560,1.0,0.0
1524434543,1.0,0.0
1524456907,1.0,0.0
1524463378,1.0,0.0
1524468843,1.0,0.0
1524481895,1.0,0.0
1524482579,1.0,0.0
1524507269,1.0,0.0
1524558259,1.0,0.0
1524561391,1.0,0.0
1524570093,1.0,0.0
1524632475,1.0,0.0
1524638310,1.0,0.0
1524676385,1.0,0.0
1524689653,1.0,0.0
1524709427,1.0,0.0
1524732615,1.0,0.0
1524769484,1.0,0.0
1524776878,1.0,0.0
1524788396,1.0,0.0
1524829551,1.0,0.0
1524835234,1.0,0.0
1524914995,1.0,0.0
1524915575,1.0,0.0
1524918492,1.0,0.0
1524927876,1.0,0.0
1524991828,1.0,0.0
1525021075,1.0,0.0
1525025424,1.0,0.0
1525030130,1.0,0.0
1525036136,1.0,0.0
1525051843,1.0,0.0
1525069364,1.0,0.0
1525094784,1.0,0.0
1525101530,1.0,0.0
1525106375,1.0,0.0
1525157804,1.0,0.0
1525178337,1.0,0.0
1525214099,1.0,0.0
1525218201,1.0,0.0
1525245124,1.0,0.0
1525255571,1.0,0.0
1525263189,1.0,0.0
1525279701,1.0,0.0
1525302335,1.0,0.0
1525329532,1.0,0.0
1525360196,1.0,0.0
1525379376,1.0,0.0
1525381946,1.0,0.0
1525385988,1.0,0.0
1525400026,1.0,0.0
1525427245,1.0,0.0
1525443826,1.0,0.0
1525487609,1.0,0.0
1525505385,1.0,0.0
1525519899,1.0,0.0
1525539044,1.0,0.0
1525612119,1.0,0.0
1525619124,1.0,0.0
1525645946,1.0,0.0
1525649318,1.0,0.0
1525656636,1.0,0.0
1525688762,1.0,0.0
1525742877,1.0,0.0
1525750438,1.0,0.0
1525758811,1.0,0.0
1525761025,1.0,0.0
1525776342,1.0,0.0
1525806833,1.0,0.0
1525816068,1.0,0.0
1525821887,1.0,0.0
1525830811,1.0,0.0
1525843213,1.0,0.0
1525860757,1.0,0.0
1525871795,1.0,0.0
1525889249,1.0,0.0
1525904262,1.0,0.0
1525908818,1.0,0.0
1525926831,1.0,0.0
1525944539,1.0,0.0
1525952906,1.0,0.0
1525973052,1.0,0.0
1525986392,1.0,0.0
1525988024,1.0,0.0
1525999227,1.0,0.0
1526003367,1.0,0.0
1526010923,1.0,0.0
1526015530,1.0,0.0
1526032754,1.0,0.0
1526051249,1.0,0.0
1526057829,1.0,0.0
1526093619,1.0,0.0
1526132548,1.0,0.0
1526132565,1.0,0.0
1526145886,1.0,0.0
1526156781,1.0,0.0
1526171763,1.0,0.0
1526173531,1.0,0.0
1526184376,1.0,0.0
1526186718,1.0,0.0
1526198564,1.0,0.0
1526202775,1.0,0.0
1526204508,1.0,0.0
1526207441,1.0,0.0
1526208889,1.0,0.0
1526223252,1.0,0.0
1526224538,1.0,0.0
1526237863,1.0,0.0
1526267222,1.0,0.0
1526282980,1.0,0.0
1526299370,1.0,0.0
1526310306,1.0,0.0
1526311770,1.0,0.0
1526313989,1.0,0.0
1526319833,1.0,0.0
1526321225,1.0,0.0
1526322291,1.0,0.0
1526325293,1.0,0.0
1526351340,1.0,0.0
1526352676,1.0,0.0
1526358617,1.0,0.0
1526361736,1.0,0.0
1526366639,1.0,0.0
1526368035,1.0,0.0
1526373020,1.0,0.0
1526400073,1.0,0.0
1526434528,1.0,0.0
1526439173,1.0,0.0
1526439748,1.0,0.0
1526457953,1.0,0.0
1526475811,1.0,0.0
1526491541,1.0,0.0
1526510868,1.0,0.0
1526514111,1.0,0.0
1526518288,1.0,0.0
1526535885,1.0,0.0
1526537344,1.0,0.0
1526540579,1.0,0.0
1526552391,1.0,0.0
1526553071,1.0,0.0
1526567980,1.0,0.0
1526577444,1.0,0.0
1526587957,1.0,0.0
1526613469,1.0,0.0
1526620502,1.0,0.0
1526644300,1.0,0.0
1526669184,1.0,0.0
1526673282,1.0,0.0
1526692205,1.0,0.0
1526693380,1.0,0.0
1526697784,1.0,0.0
1526706113,1.0,0.0
1526713101,1.0,0.0
1526715037,1.0,0.0
1526715129,1.0,0.0
1526735637,1.0,0.0
1526745041,1.0,0.0
1526748301,1.0,0.0
1526769399,1.0,0.0
1526780111,1.0,0.0
1526787341,1.0,0.0
1526805589,1.0,0.0
1526824750,1.0,0.0
1526832601,1.0,0.0
1526848500,1.0,0.0
1526853005,1.0,0.0
1526862179,1.0,0.0
1526869791,1.0,0.0
1526883252,1.0,0.0
1526884198,1.0,0.0
1526907517,1.0,0.0
1526908824,1.0,0.0
1526939501,1.0,0.0
1526941900,1.0,0.0
1526945426,1.0,0.0
1526955679,1.0,0.0
1526965221,1.0,0.0
1526975389,1.0,0.0
1526981653,1.0,0.0
1526991999,1.0,0.0
1527002612,1.0,0.0
1527018081,1.0,0.0
1527035315,1.0,0.0
1527035759,1.0,0.0
1527038932,1.0,0.0
1527044719,1.0,0.0
1527055989,1.0,0.0
1527073734,1.0,0.0
1527073747,1.0,0.0
1527075663,1.0,0.0
1527089597,1.0,0.0
1527100753,1.0,0.0
1527108164,1.0,0.0
1527108412,1.0,0.0
1527137477,1.0,0.0
1527192962,1.0,0.0
1527194399,1.0,0.0
1527206467,1.0,0.0
1527230942,1.0,0.0
1527253126,1.0,0.0
1527254359,1.0,0.0
1527255313,1.0,0.0
1527267374,1.0,0.0
1527270666,1.0,0.0
1527271945,1.0,0.0
1527339538,1.0,0.0
1527345637,1.0,0.0
1527381629,1.0,0.0
1527386587,1.0,0.0
1527390730,1.0,0.0
1527404544,1.0,0.0
1527410995,1.0,0.0
1527411276,1.0,0.0
1527413909,1.0,0.0
1527421463,1.0,0.0
1527437158,1.0,0.0
1527442218,1.0,0.0
1527443807,1.0,0.0
1527447867,1.0,0.0
1527473970,1.0,0.0
1527481852,1.0,0.0
1527482868,1.0,0.0
1527487294,1.0,0.0
1527492011,1.0,0.0
1527512110,1.0,0.0
1527516925,1.0,0.0
1527517472,1.0,0.0
1527536013,1.0,0.0
1527540175,1.0,0.0
1527541948,1.0,0.0
1527569115,1.0,0.0
1527603823,1.0,0.0
1527604064,1.0,0.0
1527608678,1.0,0.0
1527627057,1.0,0.0
1527632613,1.0,0.0
1527636063,1.0,0.0
1527657910,1.0,0.0
1527661797,1.0,0.0
1527666997,1.0,0.0
1527700564,1.0,0.0
1527703694,1.0,0.0
1527709453,1.0,0.0
1527717674,1.0,0.0
1527730159,1.0,0.0
1527732222,1.0,0.0
1527736935,1.0,0.0
1527737778,1.0,0.0
1527740430,1.0,0.0
1527769367,1.0,0.0
1527769941,1.0,0.0
1527783218,1.0,0.0
1527792703,1.0,0.0
1527807709,1.0,0.0
1527819054,1.0,0.0
1527842506,1.0,0.0
1527847856,1.0,0.0
1527867321,1.0,0.0
1527869366,1.0,0.0
1527887619,1.0,0.0
1527887792,1.0,0.0
1527898041,1.0,0.0
1527900644,1.0,0.0
1527903264,1.0,0.0
1527903451,1.0,0.0
1527916113,1.0,0.0
1527948814,1.0,0.0
1527955226,1.0,0.0
1527963563,1.0,0.0
1527975383,1.0,0.0
1527978965,1.0,0.0
1527979100,1.0,0.0
1527996294,1.0,0.0
1527997575,1.0,0.0
1527998436,1.0,0.0
1527998870,1.0,0.0
1528003296,1.0,0.0
1528028140,1.0,0.0
1528028605,1.0,0.0
1528040396,1.0,0.0
1528043846,1.0,0.0
1528049440,1.0,0.0
1528051297,1.0,0.0
1528060170,1.0,0.0
1528063483,1.0,0.0
1528065275,1.0,0.0
1528066689,1.0,0.0
1528071097,1.0,0.0
1528086621,1.0,0.0
1528095646,1.0,0.0
1528100482,1.0,0.0
1528107753,1.0,0.0
1528113357,1.0,0.0
1528114927,1.0,0.0
1528125197,1.0,0.0
1528133521,1.0,0.0
1528135144,1.0,0.0
1528148226,1.0,0.0
1528152953,1.0,0.0
1528156088,1.0,0.0
1528161580,1.0,0.0
1528167705,1.0,0.0
1528174953,1.0,0.0
1528179337,1.0,0.0
1528180728,1.0,0.0
1528187449,1.0,0.0
1528193511,1.0,0.0
1528195114,1.0,0.0
1528207593,1.0,0.0
1528221350,1.0,0.0
1528223236,1.0,0.0
1528223625,1.0,0.0
1528228610,1.0,0.0
1528240169,1.0,0.0
1528244072,1.0,0.0
1528253833,1.0,0.0
1528256269,1.0,0.0
1528258264,1.0,0.0
1528258626,1.0,0.0
1528259176,1.0,0.0
1528260089,1.0,0.0
1528262586,1.0,0.0
1528264018,1.0,0.0
1528264697,1.0,0.0
1528266826,1.0,0.0
1528276835,1.0,0.0
1528282352,1.0,0.0
1528296204,1.0,0.0
1528297235,1.0,0.0
1528302536,1.0,0.0
1528307097,1.0,0.0
1528310597,1.0,0.0
1528314061,1.0,0.0
1528316989,1.0,0.0
1528331681,1.0,0.0
1528334494,1.0,0.0
1528345019,1.0,0.0
1528360191,1.0,0.0
1528367582,1.0,0.0
1528370474,1.0,0.0
1528372870,1.0,0.0
1528376280,1.0,0.0
1528381773,1.0,0.0
1528389610,1.0,0.0
1528390277,1.0,0.0
1528393639,1.0,0.0
1528402536,1.0,0.0
1528405631,1.0,0.0
1528410581,1.0,0.0
1528418403,1.0,0.0
1528427689,1.0,0.0
1528435349,1.0,0.0
1528435566,1.0,0.0
1528438856,1.0,0.0
1528439164,1.0,0.0
1528443299,1.0,0.0
1528471486,1.0,0.0
1528491717,1.0,0.0
1528500984,1.0,0.0
1528517840,1.0,0.0
1528528206,1.0,0.0
1528543850,1.0,0.0
1528545197,1.0,0.0
1528548942,1.0,0.0
1528557165,1.0,0.0
1528558041,1.0,0.0
1528563813,1.0,0.0
1528570718,1.0,0.0
1528576702,1.0,0.0
1528591292,1.0,0.0
1528593274,1.0,0.0
1528595462,1.0,0.0
1528597168,1.0,0.0
1528604327,1.0,0.0
1528605246,1.0,0.0
1528610017,1.0,0.0
1528617458,1.0,0.0
1528620357,1.0,0.0
1528624184,1.0,0.0
1528630816,1.0,0.0
1528647143,1.0,0.0
1528649923,1.0,0.0
1528662494,1.0,0.0
1528667437,1.0,0.0
1528669180,1.0,0.0
1528675089,1.0,0.0
1528675437,1.0,0.0
1528676161,1.0,0.0
1528687362,1.0,0.0
1528689389,1.0,0.0
1528689729,1.0,0.0
1528692084,1.0,0.0
1528710211,1.0,0.0
1528710674,1.0,0.0
1528715577,1.0,0.0
1528718901,1.0,0.0
1528725263,1.0,0.0
1528737490,1.0,0.0
1528737641,1.0,0.0
1528737858,1.0,0.0
1528745042,1.0,0.0
1528745916,1.0,0.0
1528746050,1.0,0.0
1528752155,1.0,0.0
1528752232,1.0,0.0
1528759416,1.0,0.0
1528766716,1.0,0.0
1528768013,1.0,0.0
1528777062,1.0,0.0
1528795027,1.0,0.0
1528796748,1.0,0.0
1528799640,1.0,0.0
1528799814,1.0,0.0
1528801546,1.0,0.0
1528802429,1.0,0.0
1528812996,1.0,0.0
1528828925,1.0,0.0
1528840968,1.0,0.0
1528854574,1.0,0.0
1528855453,1.0,0.0
1528864816,1.0,0.0
1528866603,1.0,0.0
1528866621,1.0,0.0
1528868086,1.0,0.0
1528868456,1.0,0.0
1528877735,1.0,0.0
1528882800,1.0,0.0
1528884335,1.0,0.0
1528886018,1.0,0.0
1528897565,1.0,0.0
1528909838,1.0,0.0
1528925252,1.0,0.0
1528925494,1.0,0.0
1528929519,1.0,0.0
1528930190,1.0,0.0
1528936604,1.0,0.0
1528954831,1.0,0.0
1528962106,1.0,0.0
1528965513,1.0,0.0
1528966344,1.0,0.0
1528968475,1.0,0.0
1528974537,1.0,0.0
1528974865,1.0,0.0
1528976822,1.0,0.0
1528977183,1.0,0.0
1528980070,1.0,0.0
1528980843,1.0,0.0
1528987275,1.0,0.0
1528987957,1.0,0.0
1528988403,1.0,0.0
1529009544,1.0,0.0
1529019598,1.0,0.0
1529024491,1.0,0.0
1529029946,1.0,0.0
1529033994,1.0,0.0
1529038421,1.0,0.0
1529039233,1.0,0.0
1529039921,1.0,0.0
1529054290,1.0,0.0
1529058511,1.0,0.0
1529059989,1.0,0.0
1529062342,1.0,0.0
1529074986,1.0,0.0
1529085466,1.0,0.0
1529092357,1.0,0.0
1529094796,1.0,0.0
1529094966,1.0,0.0
1529097557,1.0,0.0
1529098481,1.0,0.0
1529103693,1.0,0.0
1529105275,1.0,0.0
1529106817,1.0,0.0
1529107174,1.0,0.0
1529121480,1.0,0.0
1529125614,1.0,0.0
1529130752,1.0,0.0
1529134065,1.0,0.0
1529134666,1.0,0.0
1529159725,1.0,0.0
1529167106,1.0,0.0
1529173657,1.0,0.0
1529174204,1.0,0.0
1529183721,1.0,0.0
1529193397,1.0,0.0
1529202792,1.0,0.0
1529204184,1.0,0.0
1529204966,1.0,0.0
1529205872,1.0,0.0
1529207884,1.0,0.0
1529222472,1.0,0.0
1529230223,1.0,0.0
1529230356,1.0,0.0
1529236048,1.0,0.0
1529242972,1.0,0.0
1529263193,1.0,0.0
1529270181,1.0,0.0
1529284144,1.0,0.0
1529284750,1.0,0.0
1529290078,1.0,0.0
1529291568,1.0,0.0
1529294071,1.0,0.0
1529294073,1.0,0.0
1529299054,1.0,0.0
1529305202,1.0,0.0
1529313765,1.0,0.0
1529316476,1.0,0.0
1529328658,1.0,0.0
1529328939,1.0,0.0
1529330203,1.0,0.0
1529331304,1.0,0.0
1529335306,1.0,0.0
1529342914,1.0,0.0
1529350066,1.0,0.0
1529350340,1.0,0.0
1529352184,1.0,0.0
1529361044,1.0,0.0
1529367623,1.0,0.0
1529374800,1.0,0.0
1529377229,1.0,0.0
1529377786,1.0,0.0
1529378875,1.0,0.0
1529378885,1.0,0.0
1529380193,1.0,0.0
1529383517,1.0,0.0
1529388580,1.0,0.0
1529401810,1.0,0.0
1529402751,1.0,0.0
1529411437,1.0,0.0
1529412738,1.0,0.0
1529413257,1.0,0.0
1529416328,1.0,0.0
1529420070,1.0,0.0
1529423537,1.0,0.0
1529425157,1.0,0.0
1529437180,1.0,0.0
1529438255,1.0,0.0
1529443100,1.0,0.0
1529448268,1.0,0.0
1529448336,1.0,0.0
1529451315,1.0,0.0
1529453086,1.0,0.0
1529457583,1.0,0.0
1529461811,1.0,0.0
1529465228,1.0,0.0
1529469035,1.0,0.0
1529470189,1.0,0.0
1529471595,1.0,0.0
1529477332,1.0,0.0
1529483723,1.0,0.0
1529483825,1.0,0.0
1529484196,1.0,0.0
1529488253,1.0,0.0
1529489351,1.0,0.0
1529491484,1.0,0.0
1529492641,1.0,0.0
1529495622,1.0,0.0
1529497838,1.0,0.0
1529509022,1.0,0.0
1529510550,1.0,0.0
1529512595,1.0,0.0
1529528573,1.0,0.0
1529531582,1.0,0.0
1529535924,1.0,0.0
1529552792,1.0,0.0
1529558306,1.0,0.0
1529561511,1.0,0.0
1529567171,1.0,0.0
1529572993,1.0,0.0
1529576105,1.0,0.0
1529589906,1.0,0.0
1529594222,1.0,0.0
1529601653,1.0,0.0
1529611626,1.0,0.0
1529615373,1.0,0.0
1529639955,1.0,0.0
1529642119,1.0,0.0
1529642563,1.0,0.0
1529651774,1.0,0.0
1529653597,1.0,0.0
1529668104,1.0,0.0
1529671321,1.0,0.0
1529694236,1.0,0.0
1529696000,1.0,0.0
1529705470,1.0,0.0
1529705509,1.0,0.0
1529709245,1.0,0.0
1529712820,1.0,0.0
1529718686,1.0,0.0
1529726463,1.0,0.0
1529726617,1.0,0.0
1529730453,1.0,0.0
1529734876,1.0,0.0
1529738760,1.0,0.0
1529739460,1.0,0.0
1529745220,1.0,0.0
1529751625,1.0,0.0
1529754884,1.0,0.0
1529758691,1.0,0.0
1529760014,1.0,0.0
1529766048,1.0,0.0
1529774740,1.0,0.0
1529775927,1.0,0.0
1529778081,1.0,0.0
1529779044,1.0,0.0
1529781738,1.0,0.0
1529783360,1.0,0.0
1529783395,1.0,0.0
1529787227,1.0,0.0
1529787328,1.0,0.0
1529788813,1.0,0.0
1529790379,1.0,0.0
1529791198,1.0,0.0
1529802768,1.0,0.0
1529808490,1.0,0.0
1529808494,1.0,0.0
1529817059,1.0,0.0
1529817716,1.0,0.0
1529817991,1.0,0.0
1529828480,1.0,0.0
1529830096,1.0,0.0
1529834606,1.0,0.0
1529835415,1.0,0.0
1529840103,1.0,0.0
1529857107,1.0,0.0
1529865165,1.0,0.0
1529869895,1.0,0.0
1529874610,1.0,0.0
1529887753,1.0,0.0
1529890514,1.0,0.0
1529891605,1.0,0.0
1529898429,1.0,0.0
1529924904,1.0,0.0
1529925088,1.0,0.0
1529928041,1.0,0.0
1529931976,1.0,0.0
1529932718,1.0,0.0
1529935036,1.0,0.0
1529936017,1.0,0.0
1529936522,1.0,0.0
1529941308,1.0,0.0
1529947942,1.0,0.0
1529956059,1.0,0.0
1529963563,1.0,0.0
1529969712,1.0,0.0
1529977020,1.0,0.0
1529982467,1.0,0.0
1529982912,1.0,0.0
1529986142,1.0,0.0
1529989789,1.0,0.0
1529994425,1.0,0.0
1529995299,1.0,0.0
1529995750,1.0,0.0
1529998877,1.0,0.0
1530011273,1.0,0.0
1530011549,1.0,0.0
1530026195,1.0,0.0
1530032711,1.0,0.0
1530034873,1.0,0.0
1530036100,1.0,0.0
1530050145,1.0,0.0
1530052113,1.0,0.0
1530055203,1.0,0.0
1530060211,1.0,0.0
1530062477,1.0,0.0
1530069004,1.0,0.0
1530093199,1.0,0.0
1530100354,1.0,0.0
1530102335,1.0,0.0
1530113928,1.0,0.0
1530115117,1.0,0.0
1530120752,1.0,0.0
1530137619,1.0,0.0
1530139441,1.0,0.0
1530146191,1.0,0.0
1530147631,1.0,0.0
1530151023,1.0,0.0
1530153812,1.0,0.0
1530156569,1.0,0.0
1530157446,1.0,0.0
1530160976,1.0,0.0
1530164276,1.0,0.0
1530170728,1.0,0.0
1530183747,1.0,0.0
1530184694,1.0,0.0
1530191415,1.0,0.0
1530194671,1.0,0.0
1530202562,1.0,0.0
1530213033,1.0,0.0
1530216527,1.0,0.0
1530220932,1.0,0.0
1530221453,1.0,0.0
1530221883,1.0,0.0
1530224900,1.0,0.0
1530227683,1.0,0.0
1530229248,1.0,0.0
1530232206,1.0,0.0
1530240114,1.0,0.0
1530240612,1.0,0.0
1530248732,1.0,0.0
1530250137,1.0,0.0
1530250269,1.0,0.0
1530252855,1.0,0.0
1530278008,1.0,0.0
1530280770,1.0,0.0
1530283944,1.0,0.0
1530286227,1.0,0.0
1530287882,1.0,0.0
1530289360,1.0,0.0
1530290591,1.0,0.0
1530290945,1.0,0.0
1530294831,1.0,0.0
1530299610,1.0,0.0
1530316025,1.0,0.0
1530319919,1.0,0.0
1530329719,1.0,0.0
1530332165,1.0,0.0
1530333136,1.0,0.0
1530356748,1.0,0.0
1530369204,1.0,0.0
1530369783,1.0,0.0
1530371784,1.0,0.0
1530382694,1.0,0.0
1530404298,1.0,0.0
1530407251,1.0,0.0
1530418972,1.0,0.0
1530429248,1.0,0.0
1530429733,1.0,0.0
1530433636,1.0,0.0
1530433996,1.0,0.0
1530436051,1.0,0.0
1530442800,1.0,0.0
1530444401,1.0,0.0
1530444975,1.0,0.0
1530455043,1.0,0.0
1530462634,1.0,0.0
1530470582,1.0,0.0
1530475083,1.0,0.0
1530480635,1.0,0.0
1530483514,1.0,0.0
1530485580,1.0,0.0
1530490079,1.0,0.0
1530491020,1.0,0.0
1530491337,1.0,0.0
1530493162,1.0,0.0
1530499315,1.0,0.0
1530502750,1.0,0.0
1530507756,1.0,0.0
1530532472,1.0,0.0
1530534243,1.0,0.0
1530536338,1.0,0.0
1530539514,1.0,0.0
1530552732,1.0,0.0
1530555298,1.0,0.0
1530561275,1.0,0.0
1530561977,1.0,0.0
1530564201,1.0,0.0
1530575126,1.0,0.0
1530576647,1.0,0.0
1530578713,1.0,0.0
1530582884,1.0,0.0
1530585017,1.0,0.0
1530587845,1.0,0.0
1530595941,1.0,0.0
1530604034,1.0,0.0
1530606247,1.0,0.0
1530607927,1.0,0.0
1530610652,1.0,0.0
1530616003,1.0,0.0
1530645817,1.0,0.0
1530649527,1.0,0.0
1530656658,1.0,0.0
1530660197,1.0,0.0
1530670962,1.0,0.0
1530674151,1.0,0.0
1530675033,1.0,0.0
1530684466,1.0,0.0
1530686309,1.0,0.0
1530694985,1.0,0.0
1530699178,1.0,0.0
1530717115,1.0,0.0
1530717750,1.0,0.0
1530721372,1.0,0.0
1530728841,1.0,0.0
1530736671,1.0,0.0
1530739731,1.0,0.0
1530741352,1.0,0.0
1530742354,1.0,0.0
1530750061,1.0,0.0
1530752772,1.0,0.0
1530752912,1.0,0.0
1530756364,1.0,0.0
1530757655,1.0,0.0
1530769869,1.0,0.0
1530770150,1.0,0.0
1530779745,1.0,0.0
1530786900,1.0,0.0
1530788827,1.0,0.0
1530801765,1.0,0.0
1530806171,1.0,0.0
1530810301,1.0,0.0
1530831701,1.0,0.0
1530834642,1.0,0.0
1530836801,1.0,0.0
1530837159,1.0,0.0
1530838762,1.0,0.0
1530854224,1.0,0.0
1530863912,1.0,0.0
1530868010,1.0,0.0
1530875632,1.0,0.0
1530878617,1.0,0.0
1530887087,1.0,0.0
1530903250,1.0,0.0
1530904960,1.0,0.0
1530905810,1.0,0.0
1530906559,1.0,0.0
1530915045,1.0,0.0
1530917283,1.0,0.0
1530917769,1.0,0.0
1530919890,1.0,0.0
1530937805,1.0,0.0
1530941984,1.0,0.0
1530942948,1.0,0.0
1530955922,1.0,0.0
1530961210,1.0,0.0
1530968687,1.0,0.0
1530969690,1.0,0.0
1530973573,1.0,0.0
1530992732,1.0,0.0
1530992843,1.0,0.0
1531001921,1.0,0.0
1531002764,1.0,0.0
1531011960,1.0,0.0
1531026657,1.0,0.0
1531029273,1.0,0.0
1531044119,1.0,0.0
1531045967,1.0,0.0
1531047163,1.0,0.0
1531048053,1.0,0.0
1531050645,1.0,0.0
1531052600,1.0,0.0
1531052917,1.0,0.0
1531057851,1.0,0.0
1531063621,1.0,0.0
1531065091,1.0,0.0
1531074934,1.0,0.0
1531083880,1.0,0.0
